#	Date	LTP	% Change	High	Low	Open	Qty.	Turnover
1	2023/02/02	1,928.90	10	1,928.90	1,788.00	1,788.00	379	714,561.00
2	2023/02/01	1,753.60	10	1,753.60	1,626.00	1,626.00	214	372,141.40
3	2023/01/31	1,594.20	10	1,594.20	1,478.20	1,478.20	110	171,312.80
4	2023/01/30	1,449.30	10	1,449.30	1,343.90	1,343.90	310	439,714.00
5	2023/01/29	1,317.60	9.99	1,317.60	1,221.80	1,221.80	90	116,236.00
6	2023/01/26	1,197.90	10	1,197.90	1,110.70	1,110.70	70	81,714.00
7	2023/01/25	1,089.00	10	1,089.00	1,009.80	1,009.80	240	259,415.00
8	2023/01/24	990.00	6.11	990.00	951.60	951.60	30	29,122.00
9	2023/01/23	933.00	10	933.00	865.10	865.10	50	44,985.00
10	2023/01/19	848.20	10	848.20	786.50	786.50	60	49,378.00
11	2023/01/17	771.10	10	771.10	715.00	715.00	60	44,889.00
12	2023/01/12	701.00	6.1	701.00	673.90	673.90	30	20,622.00
13	2023/01/10	660.70	4.03	660.70	647.80	647.80	20	13,085.00
14	2023/01/08	635.10	8.21	635.10	598.60	598.60	40	24,669.00
15	2023/01/05	586.90	4.02	586.90	575.40	575.40	20	11,623.00
16	2023/01/04	564.20	1.99	564.20	564.20	564.20	10	5,642.00
17	2023/01/03	553.20	6.1	553.20	531.80	531.80	30	16,274.00
18	2023/01/02	521.40	4.03	521.40	511.20	511.20	20	10,326.00
19	2023/01/01	501.20	4.03	501.20	491.40	491.40	20	9,926.00
20	2022/12/29	481.80	1.99	481.80	481.80	481.80	10	4,818.00
21	2022/12/28	472.40	1.99	472.40	472.40	472.40	10	4,724.00
22	2022/12/27	463.20	1.98	463.20	463.20	463.20	10	4,632.00
23	2022/12/22	454.20	8.19	454.20	428.10	428.10	40	17,642.00
24	2022/12/21	419.80	1.99	419.80	419.80	419.80	10	4,198.00
25	2022/12/19	411.60	1.98	411.60	411.60	411.60	10	4,116.00
26	2022/12/18	403.60	2	403.60	403.60	403.60	10	4,036.00
27	2022/12/15	395.70	1.98	395.70	395.70	395.70	10	3,957.00
28	2022/12/13	388.00	2	388.00	388.00	388.00	10	3,880.00
29	2022/12/12	380.40	6.08	380.40	365.70	365.70	30	11,191.00
30	2022/12/11	358.60	6.06	358.60	344.80	344.80	30	10,550.00
31	2022/12/07	338.10	1.99	338.10	338.10	338.10	10	3,381.00
32	2022/12/04	331.50	2	331.50	331.50	331.50	10	3,315.00
33	2022/12/01	325.00	1.98	325.00	325.00	325.00	10	3,250.00
34	2022/09/25	318.70	1.98	318.70	312.50	312.50	20	6,312.00
35	2022/09/21	312.50	1.99	312.50	312.50	312.50	10	3,125.00
36	2022/09/20	306.40	2	306.40	306.40	306.40	10	3,064.00
37	2022/09/18	300.40	1.97	300.40	300.40	300.40	10	3,004.00
38	2022/09/13	294.60	1.97	294.60	294.60	294.60	20	5,950.00
39	2022/09/12	288.90	1.98	288.90	288.90	288.90	10	2,889.00
40	2022/09/11	283.30	0	283.30	283.30	283.30	10	2,791.40
41	2022/08/28	277.80	1.98	277.80	277.80	277.80	10	2,778.00
42	2022/08/17	272.40	1.98	272.40	267.10	267.10	20	5,368.30
43	2022/08/16	267.10	0	267.10	267.10	267.10	2	544.80
44	2022/08/11	267.10	0	267.10	267.10	267.10	10	2,723.00
45	2022/08/08	267.10	1.99	267.10	267.10	267.10	10	2,671.00
46	2022/07/29	261.90	1.99	261.90	261.90	261.90	10	2,619.00
