#	Date	LTP	% Change	High	Low	Open	Qty.	Turnover
401	2021/06/02	376.00	3.3	376.00	359.00	364.00	334,985	124,188,628.00
402	2021/06/01	364.00	0	376.00	359.00	366.00	338,878	123,744,135.00
403	2021/05/31	364.00	-6.91	410.00	360.00	410.00	662,815	247,946,204.00
404	2021/05/30	391.00	3.99	413.00	382.00	390.00	1,006,860	401,342,890.00
405	2021/05/27	376.00	9.94	376.00	334.00	345.00	1,178,500	432,834,401.00
406	2021/05/25	342.00	4.91	346.00	324.00	329.00	448,920	151,190,329.00
407	2021/05/24	326.00	0.31	334.00	323.00	330.00	206,417	67,346,989.00
408	2021/05/23	325.00	0.62	330.00	314.00	323.00	320,245	103,205,448.00
409	2021/05/20	323.00	-1.22	329.00	319.00	327.00	232,982	75,370,581.00
410	2021/05/19	327.00	-3.82	346.00	317.00	346.00	364,917	119,555,357.00
411	2021/05/18	340.00	7.94	342.00	316.00	330.00	472,440	156,738,560.00
412	2021/05/17	315.00	1.94	317.00	307.00	312.00	290,584	90,387,315.00
413	2021/05/16	309.00	-1.28	315.00	307.00	315.00	240,542	74,304,974.00
414	2021/05/13	313.00	-0.32	320.00	311.00	318.00	234,461	73,504,341.00
415	2021/05/12	314.00	6.08	315.00	300.00	300.00	477,795	148,493,931.00
416	2021/05/11	354.00	1.14	358.00	349.00	358.00	577,295	202,370,381.00
417	2021/05/10	350.00	0.29	355.00	346.00	346.00	226,662	79,485,994.00
418	2021/05/09	349.00	-2.79	365.00	346.00	365.00	326,754	115,031,753.00
419	2021/05/06	359.00	-2.18	371.00	358.00	369.00	433,473	156,728,311.00
420	2021/05/05	367.00	0.82	372.00	363.00	367.00	496,544	182,717,889.00
421	2021/05/04	364.00	-1.36	375.00	360.00	375.00	401,848	146,767,674.00
422	2021/05/03	369.00	2.22	380.00	343.00	343.00	1,060,250	393,559,351.00
423	2021/05/02	361.00	1.69	363.00	353.00	359.00	209,419	75,297,177.00
424	2021/04/29	355.00	0.28	358.00	348.00	355.00	171,062	60,780,489.00
425	2021/04/28	354.00	-1.94	365.00	349.00	364.00	174,058	61,865,807.00
426	2021/04/27	361.00	8.41	364.00	331.00	333.00	335,355	117,784,471.00
427	2021/04/26	333.00	-4.03	349.00	330.00	340.00	319,389	107,797,680.00
428	2021/04/25	347.00	-4.41	365.00	345.00	365.00	302,408	105,741,347.00
429	2021/04/22	363.00	-0.55	383.00	357.00	383.00	254,262	92,294,993.00
430	2021/04/21	365.00	3.69	378.00	335.00	335.00	428,608	155,216,090.00
431	2021/04/20	352.00	2.03	355.00	342.00	355.00	242,039	84,604,277.00
432	2021/04/19	345.00	-1.43	353.00	343.00	345.00	199,489	68,965,212.00
433	2021/04/18	350.00	0	358.00	346.00	355.00	244,057	85,608,709.00
434	2021/04/15	350.00	1.74	357.00	340.00	350.00	370,351	130,125,682.00
435	2021/04/13	344.00	4.88	349.00	328.00	328.00	507,390	173,337,226.00
436	2021/04/12	329.00	0	335.00	327.00	334.00	194,614	65,444,287.00
437	2021/04/08	329.00	-0.3	333.00	327.00	327.00	116,203	38,382,346.00
438	2021/04/07	330.00	-1.2	342.00	328.00	336.00	130,876	44,905,821.00
439	2021/04/06	334.00	1.83	340.00	323.00	332.00	247,582	82,573,351.00
440	2021/04/05	328.00	-1.5	343.00	324.00	343.00	203,847	67,006,534.00
441	2021/04/04	333.00	-2.06	349.00	331.00	345.00	225,415	78,897,127.00
442	2021/04/01	340.00	5.92	349.00	322.00	322.00	707,427	240,000,761.00
