#	Date	LTP	% Change	High	Low	Open	Qty.	Turnover
401	2020/12/01	277.00	-2.81	289.00	270.00	288.00	306,948	84,964,760.00
402	2020/11/30	285.00	-1.38	312.00	279.00	294.00	605,072	178,238,361.00
403	2020/11/29	289.00	9.89	289.00	266.00	276.00	692,031	193,766,630.00
404	2020/11/26	263.00	2.33	268.00	257.00	258.00	343,300	90,363,885.00
405	2020/11/25	256.00	3.64	256.00	240.00	240.00	187,116	66,762,439.00
406	2020/11/24	247.00	0.82	248.00	245.00	245.00	170,548	42,104,172.00
407	2020/11/23	245.00	0	248.00	242.00	245.00	154,294	37,794,169.00
408	2020/11/22	245.00	2.08	252.00	241.00	252.00	251,436	61,697,239.00
409	2020/11/19	240.00	0	245.00	239.00	242.00	152,606	36,743,295.00
410	2020/11/18	240.00	0.84	242.00	238.00	242.00	134,540	32,222,740.00
411	2020/11/12	238.00	0	242.00	227.00	227.00	70,973	22,391,625.00
412	2020/11/11	238.00	2.15	238.00	234.00	235.00	73,213	17,290,528.00
413	2020/11/10	233.00	-0.43	237.00	233.00	234.00	80,012	18,730,156.00
414	2020/11/09	234.00	-0.43	239.00	232.00	232.00	114,453	26,783,461.00
415	2020/11/08	235.00	-0.42	239.00	233.00	236.00	121,197	28,485,883.00
416	2020/11/05	236.00	-0.42	240.00	235.00	240.00	151,202	35,756,429.00
417	2020/11/04	237.00	0	240.00	226.00	226.00	60,734	14,419,367.00
418	2020/11/03	237.00	-0.84	241.00	237.00	239.00	64,087	15,268,500.00
419	2020/11/02	239.00	-0.42	244.00	238.00	240.00	115,760	27,880,767.00
420	2020/11/01	240.00	-1.23	244.00	239.00	240.00	135,527	32,702,030.00
421	2020/10/29	243.00	-2.02	252.00	240.00	252.00	243,577	59,850,709.00
422	2020/10/28	248.00	5.08	248.00	237.00	237.00	273,725	66,526,269.00
423	2020/10/22	236.00	0	238.00	232.00	238.00	145,279	34,283,269.00
424	2020/10/21	236.00	2.61	237.00	229.00	234.00	141,259	32,775,720.00
425	2020/10/20	230.00	0	241.00	229.00	241.00	52,678	12,144,216.00
426	2020/10/19	230.00	0.88	230.00	227.00	230.00	51,060	12,271,642.00
427	2020/10/18	228.00	-0.87	234.00	228.00	230.00	94,260	22,701,096.00
428	2020/10/15	230.00	1.77	230.00	226.00	229.00	68,312	15,614,831.00
429	2020/10/14	226.00	-0.88	229.00	225.00	226.00	53,400	12,080,127.00
430	2020/10/13	228.00	-0.44	230.00	226.00	229.00	46,909	10,679,695.00
431	2020/10/12	229.00	-0.43	230.00	226.00	227.00	85,428	19,482,382.00
432	2020/10/11	230.00	-1.71	235.00	228.00	235.00	124,573	28,717,533.00
433	2020/10/08	234.00	-1.27	240.00	232.00	240.00	141,622	33,476,482.00
434	2020/10/07	237.00	3.49	238.00	227.00	230.00	301,938	70,677,475.00
435	2020/10/06	229.00	0	231.00	227.00	229.00	74,310	17,848,418.00
436	2020/10/05	229.00	-0.87	235.00	228.00	234.00	110,079	25,448,473.00
437	2020/10/04	231.00	1.32	236.00	228.00	231.00	126,956	31,081,566.00
438	2020/10/01	228.00	1.79	235.00	223.00	235.00	104,273	23,677,403.00
439	2020/09/30	224.00	-0.44	225.00	221.00	223.00	57,126	12,729,884.00
440	2020/09/29	225.00	-0.88	236.00	224.00	236.00	25,855	5,822,042.00
441	2020/09/28	227.00	-1.3	231.00	227.00	230.00	66,878	15,245,557.00
442	2020/09/27	230.00	1.32	234.00	221.00	230.00	168,174	38,704,670.00
443	2020/09/24	227.00	0.44	228.00	223.00	224.00	76,404	17,257,430.00
444	2020/09/23	226.00	0.89	226.00	222.00	223.00	43,562	9,736,256.00
445	2020/09/22	224.00	-1.75	232.00	217.00	217.00	115,310	26,133,685.00
446	2020/09/21	228.00	-1.72	243.00	226.00	243.00	115,096	26,418,111.00
447	2020/09/20	232.00	1.75	241.00	229.00	230.00	176,534	41,023,018.00
448	2020/09/17	228.00	3.17	229.00	220.00	223.00	125,599	31,611,572.00
449	2020/09/16	221.00	-0.45	224.00	220.00	224.00	45,434	10,029,350.00
450	2020/09/15	222.00	-0.45	228.00	220.00	225.00	47,271	11,303,418.00
451	2020/09/14	223.00	1.83	228.00	221.00	223.00	119,885	27,970,933.00
452	2020/09/13	219.00	0	224.00	218.00	220.00	74,293	16,312,377.00
453	2020/09/10	219.00	0	232.00	209.00	209.00	65,910	14,492,240.00
454	2020/09/09	219.00	-0.45	222.00	218.00	222.00	47,156	10,338,708.00
455	2020/09/08	220.00	-0.45	222.00	218.00	220.00	46,521	10,202,547.00
456	2020/09/07	221.00	-0.9	224.00	219.00	222.00	89,829	19,843,289.00
457	2020/09/06	223.00	-0.89	236.00	223.00	236.00	70,732	16,010,688.00
458	2020/09/03	225.00	-0.44	230.00	223.00	229.00	63,306	14,330,868.00
459	2020/09/02	226.00	0.44	233.00	225.00	225.00	118,292	26,889,435.00
460	2020/08/31	225.00	0.45	227.00	223.00	224.00	103,753	23,326,330.00
461	2020/08/27	226.00	-0.88	232.00	225.00	228.00	55,064	12,485,169.00
462	2020/08/25	224.00	0	228.00	223.00	225.00	51,415	11,528,781.00
463	2020/08/24	224.00	2.75	224.00	218.00	221.00	78,613	17,459,255.00
464	2020/08/23	218.00	0.93	219.00	215.00	217.00	34,305	7,438,459.00
465	2020/08/20	216.00	0	220.00	213.00	214.00	30,881	6,678,118.00
466	2020/08/19	216.00	-1.82	219.00	214.00	216.00	50,186	10,878,638.00
467	2020/08/18	220.00	-0.9	222.00	218.00	222.00	28,166	6,208,696.00
468	2020/08/17	222.00	2.3	222.00	215.00	215.00	51,638	11,258,897.00
469	2020/08/16	217.00	-3.12	222.00	213.00	220.00	96,507	20,973,159.00
470	2020/08/13	224.00	-1.75	227.00	223.00	227.00	64,324	14,478,978.00
471	2020/08/12	228.00	0	231.00	224.00	230.00	53,015	12,037,379.00
472	2020/08/11	228.00	-0.87	235.00	227.00	231.00	101,228	23,306,998.00
473	2020/08/10	230.00	3.6	231.00	221.00	222.00	134,354	16,261,684.00
474	2020/08/09	222.00	2.3	222.00	214.00	215.00	84,782	18,501,049.00
475	2020/08/06	217.00	-1.36	220.00	214.00	218.00	88,365	19,105,570.00
476	2020/08/05	220.00	-1.35	221.00	216.00	219.00	98,700	26,175,809.00
477	2020/08/03	223.00	-0.45	227.00	220.00	222.00	78,983	17,587,680.00
478	2020/08/02	224.00	-2.61	230.00	223.00	227.00	61,246	13,753,422.00
479	2020/07/30	230.00	0.88	231.00	225.00	228.00	58,629	13,420,919.00
480	2020/07/29	228.00	-3.39	238.00	227.00	238.00	122,894	28,193,714.00
481	2020/07/28	236.00	-0.84	237.00	232.00	237.00	49,620	11,649,506.00
482	2020/07/27	236.00	-1.67	242.00	235.00	240.00	73,530	17,660,339.00
483	2020/07/23	239.00	2.58	239.00	228.00	236.00	71,627	16,653,370.00
484	2020/07/22	233.00	-1.69	240.00	228.00	238.00	81,605	19,021,329.00
485	2020/07/21	237.00	-2.87	246.00	230.00	240.00	139,090	33,195,144.00
486	2020/07/20	244.00	-0.41	269.00	228.00	257.00	247,704	61,127,833.00
487	2020/07/19	245.00	9.87	245.00	227.00	227.00	1,495	365,435.00
488	2020/07/16	223.00	7.21	223.00	210.00	212.00	87,648	19,076,120.00
489	2020/07/15	208.00	0.97	211.00	206.00	206.00	38,653	8,055,953.00
490	2020/07/14	206.00	-0.96	210.00	206.00	210.00	24,873	5,162,806.00
491	2020/07/13	208.00	1.46	213.00	205.00	207.00	28,143	5,820,011.00
492	2020/07/12	205.00	-0.49	210.00	204.00	206.00	19,799	4,077,852.00
493	2020/07/09	206.00	-0.48	207.00	202.00	206.00	19,604	4,027,082.00
494	2020/07/08	207.00	0.49	210.00	204.00	209.00	24,916	5,133,736.00
495	2020/07/07	206.00	0.98	212.00	202.00	202.00	48,682	10,137,526.00
496	2020/07/06	204.00	1.49	209.00	200.00	205.00	27,938	5,652,671.00
