#	Date	LTP	% Change	High	Low	Open	Qty.	Turnover
1	2023/02/02	679.00	2.11	682.80	638.70	678.30	1,524	997,621.00
2	2023/02/01	665.00	-0.6	682.00	655.10	661.00	1,655	1,115,297.00
3	2023/01/31	669.00	0.15	673.20	655.10	655.10	1,602	1,062,329.00
4	2023/01/30	668.00	-1.91	681.00	666.00	671.00	1,676	1,123,784.00
5	2023/01/29	681.00	-1.3	694.00	676.20	676.20	1,114	764,580.00
6	2023/01/26	690.00	-1.4	713.60	686.20	686.20	992	692,335.00
7	2023/01/25	699.80	0.69	708.90	690.00	690.00	2,916	2,038,759.70
8	2023/01/24	695.00	-1.14	704.00	680.00	691.10	1,905	1,313,588.00
9	2023/01/23	703.00	0.29	725.00	690.00	690.00	2,617	1,831,437.50
10	2023/01/19	701.00	-2.37	720.00	691.00	703.80	2,119	1,500,493.50
11	2023/01/18	718.00	-0.83	743.00	690.00	710.10	3,753	2,685,646.00
12	2023/01/17	724.00	7.1	728.00	652.10	663.10	2,038	1,424,138.00
13	2023/01/12	676.00	-0.88	724.00	670.00	670.00	7,354	5,087,843.50
14	2023/01/10	682.00	-5.93	765.00	682.00	739.00	7,993	5,841,462.40
15	2023/01/09	725.00	0	732.80	697.00	720.00	2,801	2,023,439.40
16	2023/01/08	725.00	1.68	739.00	673.00	700.00	4,638	3,305,725.80
17	2023/01/05	713.00	0.88	713.00	678.90	692.70	8,954	6,241,696.00
18	2023/01/04	706.80	9.24	706.80	635.00	640.00	5,876	3,934,757.50
19	2023/01/03	647.00	-0.46	650.00	620.30	638.00	2,800	1,772,693.70
20	2023/01/02	650.00	3.34	650.00	616.60	620.00	2,530	1,616,536.00
21	2023/01/01	629.00	-0.94	652.00	617.00	623.00	4,625	2,918,390.80
22	2022/12/29	635.00	3.27	635.00	603.00	603.00	2,941	1,830,737.00
23	2022/12/28	614.90	0.97	620.00	596.40	609.00	2,153	1,321,014.80
24	2022/12/27	609.00	3.4	619.00	590.00	600.70	6,644	4,033,725.60
25	2022/12/26	589.00	4.99	590.00	561.00	561.00	1,600	922,877.00
26	2022/12/22	561.00	-1.08	561.00	545.10	556.20	1,600	881,130.00
27	2022/12/21	567.10	1.45	567.10	552.00	552.00	630	349,169.00
28	2022/12/20	559.00	1.07	576.30	542.20	542.20	625	354,815.50
29	2022/12/19	553.10	-0.63	583.00	547.00	547.00	491	273,976.60
30	2022/12/18	556.60	-1.83	567.00	556.00	557.00	520	290,350.00
31	2022/12/15	567.00	-1.92	580.00	566.60	567.00	840	477,158.00
32	2022/12/14	578.10	-1.68	580.00	576.50	576.50	290	167,782.00
33	2022/12/13	588.00	-0.51	590.00	579.30	579.50	176	102,951.00
34	2022/12/12	591.00	4.6	591.00	559.00	559.00	2,065	1,199,232.00
35	2022/12/11	565.00	-1.22	575.00	565.00	565.00	1,360	778,998.60
36	2022/12/07	572.00	-1.55	590.00	572.00	581.00	730	422,037.00
37	2022/12/06	581.00	0.1	593.00	575.00	576.00	785	452,374.00
38	2022/12/05	580.40	-3.64	600.00	580.00	591.00	2,981	1,738,871.10
39	2022/12/04	602.30	-1.08	621.00	597.20	621.00	280	168,652.00
40	2022/12/01	608.90	1.31	609.00	590.00	602.00	1,094	652,406.60
41	2022/11/30	601.00	-1.15	607.90	588.60	600.00	156	93,282.00
42	2022/11/29	608.00	0.86	613.00	597.00	600.00	2,899	1,764,953.00
43	2022/11/28	602.80	-1.5	610.00	596.00	610.00	1,485	892,822.00
